Unique_ID,Category_ID,Review_Header,Review_text,Rating_ID,Own_Rating_ID 
121192,2,The phone is ok but on call the volume is very slow and other person can't hear my voice.,During call the volume is very slow and other person can't hear my voice. Please replace the product,508,908
163347,4,Value for money,Very good product,509,909
115617,3,Like the phone📱📱,Battery is life,510,910
165897,3,Four Stars,"Works good, expected a bit more bass, but overall liked the product.",511,911
131671,1,Great Book,Great Book. Motivative,512,912
132451,2,Great service by Amazon,"Great service by Amazon...Product arrived 2 days early...Appreciated! JBL Go.. Since 4 days using this, so far satisfied with the product.. good sound, looks and super portability! amazing loudness from this tiny box.. Only issue is Bluetooth range which suppose to 10m as per product description but it seems lesser than that! Rest everything is very good!",513,913
150077,4,Nice product,Perfect according to my requirement,514,914
112385,1,Move easily to iPhone,"Amazing phone, any android user can easily move to iPhones, features are not so different from Android. One will love the fluency and speed.",515,915
131109,5,Super mobile,Good value of money,516,916
163575,2,Value for money,Very good product. It is a month. No problem so far. Person came for installation was rude.,517,917
140452,4,Awesome phone in the midrange category,"Its an awesome product in this price range and it beats its competitors in this price range by a huge margin in terms of the following things:- 1. Awesome display 2. Smooth touch 3. Super fast fingerprint sensor 4. Super fast face unlock with different angle and low light 5. Long lasting battery for the 1.5day heavy usage 6. Great cameras both front and back with all the features like slowmotion, steady mode, lowlightpics, ultra wide angles both in front and back, pro feature , livefocus etc. 7. Gaming supercool and easy and all in th HDR mode. 8. Classy and outstanding look.",518,918
165687,5,Wonderful camera,"Wonderful camera, must buy",519,919
158857,4,Battery & Talk Volume Problematic,The talk volume on phone calls is extremely low. Have installed Volume Booster App which is a marginal improvement The Battery drains very fast. The Dual Band 5 GHz Wifi is good and bought this phone because current Moto G4 Play doesn't support Dual Band Wifi.,520,920
137564,4,Good phone for a teenager,If you are a teenager and buying a phone for the first time.... Justbuy it,521,921
170077,4,redmi is good,the phone I got for my dad in exchange of redmi 3s so far in one day it's nice initially more after he uses it but yes the charging cable is shorter,522,922
117521,4,Monster,"Best phone for this price range 1. Battery life its a real moster with 15w fast charger 2. Processor good one for playing high intensity games like pubg, call of dudy and game booster also available it helps play games smothly 3.camera quality 48 8 5 mega pixel with perfect lenses and 16 mp front camera also too good slow mo videos are ultimate with super slow mo option 4.finger print and face detection sensor also very good and faster 5. Design too slim look like a premium one 6. Display ultimate one which i like most in this mobile. Finally dont hesitate to buy this mobile. Its the best mobile for this price range",523,923
152962,5,Really good product in nice condition,Really good product in nice condition. Getting it from the author itself is the best part. its very useful for preparing civil services,524,924
153855,2,Satisfied overall considering the price,Satisfied overall considering the price,525,925
162936,3,Very goof,Very good ..bought for 11000/- during offer,526,926
162725,1,Good,Very g,527,927
170009,2,Five Stars,superb phone very fast,528,928
143231,4,Ideal for Type C USB devices,Must have for devices with Type C USB. Got it for just 299 in a Lightening Deal which was a steal for my Pixel.,529,929
157547,2,Not suitable for my need.,The door is very tight.The space is not rationally partitioned. I would like to return and replace it by a bigger one. Can you arrange it?,530,930
118343,2,Value for money,"Bought for my father, satisfying performance. Speed of video streaming is good",531,931
151615,2,Nice one,Price is quite good and so is the quality. Blue was good color for me to have. Go for it,532,932
156248,4,Excellent. Battery life also improved lot compared to 6s,"Superb phone. Excellent. Battery life also improved lot compared to 6s. Best in class design, speed , camera. Nothing much needed to be said. Go for it. Go for 6s if u dnt need following- Water resistant phn Stereo speakers Black colour Elz 6s n 7 almost everything is same. Just go iphone7plus",533,933
131006,2,Enjoy,Good system good hopefully we enjoy,534,934
116439,4,Good,Best,535,935
137889,4,... this item 55-250 lance is duplicate Clearity is very bad,In this item 55-250 lance is duplicate Clearity is very bad,536,936
157221,2,The best laptop under 60k,"The best product.it has all needed features ssd ,graphics card,good display, RGB ,better processor than Intel i5 ,and an average battery life,good laptop for students and gamers",537,937
155487,3,Awesome,Super,538,938
122262,5,Excellent Product!!!,Excellent Product from Redmi. I gave 4 star for sound as I identified echo issue during video calls. I understand Redmi has rectified this issue with MIUI 10,539,939
128018,4,Not up to the mark,Good but not up to the mark. It does not have unlimited watch faces as mi band 4. It does have any screen lock as MI band 4.According to me if you just want stylish band then go for honor band 5 and If you want a good featured band as for accuracy then go for MI band 4.It Have 14days battery life but MI band have 20 Days battery life......,540,940
156792,1,Awesome 👍,That's too good,541,941
127228,1,Nice,Good,542,942
115687,2,Battery is worst,Battery is wirst,543,943
116940,1,Value for money @37k,Best deal,544,944
136580,5,Review,I purchased this from Paytm Mall at a price of ₹23K after all discounts during Diwali. A good led tv,545,945
164544,3,Awesome!!!,Very quiet and less noise. not much difference in electricity bill after purchasing it so it is definitely energy efficient.,546,946
150964,1,Awesome,"Picture quality , sound quality awesome , but led packing is not good",547,947
148318,4,Ok,Ok,548,948
154537,4,iPhone XR,So far it’s good.,549,949
142808,2,Nice MI tv good product,Mi tv is awesome. Good product at this price. I reviewed after ten days of use.,550,950
149764,2,Worth for this price,Overall phone is good. But the rear camera is not that much good. All the other aspects are good.,551,951
148000,4,Good product,Now it's working good,552,952
128107,3,"This product is as I expected, it is a good mobile in this range","Good camera, battery life is best, so this mobile fulfil my expectation.",553,953
133894,3,Nice picuture quality but not good for night photo,I am using past 6 months and till now I am very much satisfied from this product using day light photography but I do not know what settings are required to capture night light photo.. using default auto setting. So it's drawback or my lack of knowledge. If I get setting details from product seller then fine picture quality at night then I will revise my rating.,554,954
143904,1,Nice,Nice,555,955
143215,1,Best product,Must buy to improve GK,556,956
154021,3,See star ratings,See star rating,557,957
121683,2,Value for money,"Everything is good about the power bank, But the cable they provide to charge you devices, it can be loose after 30 days..my 2 friend are having this issue. And there is no flash light",558,958
112463,2,Super fast amazon,Amazing product and fast delivery,559,959
138491,3,Samsung M10 Ocean Blue,"It is a very basic but a good phone. Some important features thai I find missing as under: 1. No dedicated button or gesture for taking screen shots., 2. No finger print security, Rest is all similar to Android phones already available in same pears.",560,960
165694,1,Low Budget smart tv,Wonderful gadget within low budget.,561,961
127050,3,Ok,Good,562,962
164845,3,Nice for vice,Voice very good,563,963
123984,2,I love Samsung M30s.,"Fingerprint reader is very fast and smooth, this camera quality ka kya khana kya clear picture aati bole to akdum must naturally photo and battery is long life. His touch is very clear and soft and soft touch ki vajah se mai Samsung company ke mobile use kar raha hu. His display is very nice . His weight is very less. His Sound quality is great.",564,964
115117,3,Bad,Bad everything,565,965
161710,4,F***k,Vaise toh sab sahi hai but sala amazon sahi nahi hai sale me pata hi nahi chalta ki invoive kaha se nikale khatam hai sala sabse kb shoping karta hu me iise vo bhi tb ki jyada hi emergency ho me month me 7 ya 8 bar flipkart aur sneapdeal etc. Se shoping karta hu par isse nahi ek bar toh mene earphone mangvai thi but 25 din ho gay aai hi nahi customer care phine karo toh bolte hai ki aaj aa jay gi shyam tk phir call karo toh ki aap ne jise pehle baat ki thi us ne glt jankari di hai aap ko aur mene pucha ki kis location pr hai couriour bolte hai ki aap k hi pass jo hamara office hai vahi hai mene kaha me utha lunga bolte hai ki hm location nahi bata sakte aap ko in ki toh sale amazon vale c hai sale,566,966
164098,2,Very nice Mobile at this cost,Very nice camera quality Auto Light intensity adjustment feature is very nice,567,967
152548,3,after using 6 months i m very happy with this purchase,Purchased it in april...after using 6 months i m very happy with this purchase...its an amazing product...value for money..loved it..thank you JBL and amazon..❤,568,968
116714,3,Beautiful and handy in looks and light on the pocket,Best battery life i have ever experience in terms of a phone plus amazingly awesome 48 megapixel camera and is picture clear and adding to its beauty is the smooth fingerprint in the back .Best phone in budget at present by samsung.,569,969
125086,3,Good,Good,570,970
116621,5,Best Phone At This Price Range,Best Phone At This Price Range i got this for 3999. thanks amazon for this kind of amazing service,571,971
121717,1,Good phone with 13k budget,"Everything is good except battery, Fast changing is missing.",572,972
157056,2,A very good purchase,The battery life is around 24 hours on heavy usage.. The camera produces excellent results..Depth and Bokeh effect are as they should be and not overdone. Night mode is pretty good. And Video recording was great..with stability . The super AMOLED display is extremely vibrant and produces a kind of depth effect which I didn't find in other phones..the display is one of this phone's best features.. On the negative side..I found that the phone lags a little.. The charging time is 2 and a half hours. There is no notification light..but for me personally I would prefer a phone without a notification light Overall..i found that the phone was pretty good.,573,973
163183,2,Space grey. No.1,Very good packing and very fast,574,974
136344,1,I don’t regret this purchase,"I moved from a 6s to the Xs, the speed and feel of the phone is brilliant. For everyone who thinks it’s overpriced, yes we pay for a brand and it’s a choice we make.",575,975
166636,2,Good,Worthy,576,976
137932,2,Multiscreen Not working,In this range it is a good led. But multip sereen not connecting by other phone only connected with MI phones,577,977
139187,4,I can charge my iPhone upto 3 or more times that's Amazing😮,"It's a amazing powerbank, it is thin+light in weight and it had a metal body which make this powerbank different from another due to these first thing is that it's can't broke or damage easily and second thing is that it's feel cool when I hold it in my hand😀, But I don't liked quality of data cable given with powerbank by Mi.",578,978
170155,3,Five Stars,this good mobile http://amzn.to/2jSHM6q use this link when u r buying u get 7% discount,579,979
144821,5,Nice at all,Nice but redmi bettery is not so good.,580,980
133529,2,Delivers More Than Expected.,"I Just Love The HONOR 10 Lite. It's Just Not Light By Weight But Also The Way It Works. It Is Fast And Easy To Use Without Any Complexities. Plus It's Compact Shape Is Easy To Hold In The Hands. I Also Love It's Various Features Such As It's AI Camera Which Can Instantly Beautify Even An Otherwise Dull Picture. And The Honor Health Feature Is Great Too As It Counts The Number Of Steps I Am Taking Throughout The Day, And Motivates Me To Walk More. And, It's Battery Lasts Me For 8 Hours, Even IF I Am Constantly On The Phone, Otherwise It Lasts For A Day Or Two. In, All It's A Complete Or All-In-One Solution For All Your Gadget Needs. 😊😊",581,981
149064,2,Invoice received is 3rd class.not visible .,Only problem is 3rd class quality or format of bill/invoicereceived.not visible..paper was cut frm half side..rest phone is awesome.,582,982
133525,2,BETTER BUT NOT GOOD,"I Have Honor 9N (Blue, 4GB RAM, 64GB) BETTER MOBILE BUT NOT GOOD",583,983
164737,3,Worst product,Very very worst product..,584,984
114333,3,Awesome mobile,Awesome phone in small budget,585,985
154885,2,Three Stars,Sound is very less,586,986
130293,4,Good,Good product in this budget.,587,987
167465,2,Five Stars,best one,588,988
143611,4,Na,Na,589,989
142090,5,Super,Loss,590,990
160611,3,Excellence work .. Very good product,This product is soo good .. when i was buying this product .. i have many thoughts positive as well negative . but this product is soo good .. its crossover all my and its stand up all my hope .. its fingerprint reader .. and the battery backup is soo excellent in work .. i really like this product by my side,591,991
127543,4,Value for money,Good Quality,592,992
162887,2,Very good,Very good,593,993
149365,5,Over all phone quality is good.,"Over all phone quality is good, except camera quality. worth of prize.",594,994
128891,3,Good product. Fast delivery.very sincere.,"Good packing. But price reduced by rs200 after I purchased, on same day.Avery big thanks to seller as the difference of amount 200 rupees credited to my account as amazin pay balance. Few days later. Very honest. Good product by Amazon. Easy to setup.",595,995
111785,3,Great,All is welllllll,596,996
137548,4,Overall phone is not bad...,If u think it has 48mp camera... It doesn't worth fr camera... And i dont feel the battery is good..it takes more time to charge bt the charge decreases fastly....back cam is slightly good.. front camera is a drawback... It is bot too good when comparednto other flagship mobiles... It is a budget flagship phone... U can buy it... Its worth for 17k... The capability of battery is one full day... Wr can't take it to the other day without charging... Ultra wide anglenis better... This phone is worthy for 14 and 17k,597,997
112169,4,Excellent phone for those who care display and battery,"Amazing battery life, brilliant display, average low/artificial light camera. Placement of finger print sensor little bit annoying, face recognition avg not as fast as one plus, this should have placed bit lower but ok. Overall I'm satisfied with the device as I am not a gamer those who loves high end games can look for other device.",598,998
163911,4,Good,Very much nice,599,999
149701,5,👌👌👍,"Overall mi a2 is a best phone under 20k bcs it's camera is outstanding and good processor and buil quality,low battery backup is one and only problem but this is not a problem bcs if we purchase higher mah battery,the performance is get still 2 or 3 mounth maximum so battery life is deppend upon our caring of phone and 128 gb variant is solved the problem of sd card",600,1000
137301,5,MI band is nice,I'm like the MI band 3black outstanding good job battery also out standing and waterproof and 100/:changed 25day remind the battery also MI band is nice 🙏🙏🙏👍👍👍👍👍👍👌👌,601,1001
151196,2,Paisa Vasool,"Picture quality, at this price range is Amazing 👍Smart features, Wifi & device pairing connects in no time, Voice, the sound clarity is not that great, but it's manageable.",602,1002
141540,2,Awesome,Life changing book you'll ever get,603,1003
147634,1,Not so great,Not so great. Its better to spent on iphone 7 plus. iphone 7 has little change from 6s,604,1004
161065,4,Not good,Totally Chinese,605,1005
149735,3,Bad camera performance,Overall performance is good but the captured images are looks likeartificial.....Not a phone for mobile photography,606,1006
130100,3,Value for money. Auto brightness problem.,Good product at Rs. 6000/- Charging is very slow. It takes two hours for full charging.,607,1007
145044,1,Samsung is the best,Nice mobile,608,1008
162900,4,Very happy,Very good,609,1009
114235,4,Awesome phone,Awesome phone,610,1010
129053,4,Good,Good phone,611,1011
162095,4,Cost,"Value for money,low cost more futures",612,1012
140774,2,Happy to buy,Its very good product under this budget,613,1013
149686,1,Nice,"Overall it's installed successfully. We find the product alright. Yet, we are not using it time being till we shift our house on 3rd week of Jan2020.",614,1014
126390,4,Good,Good,615,1015
136279,5,Awesome Budget Phone,"I loved the phone as it first teaser was out....v look water display is jst amazing...battery back in this range is Awesome....fingerprint also work good,even with fingerprint u can scroll down the notification list...which i have not found in other smartphone as of now... Camer is also ok...over all i loved it.... samsung lover",616,1016
164217,4,Must buy better than others but with bad antenna reception,"Very nice phone it does all the major things exceedingly well , and very good quality.but it has antenna modem problem so your WiFi and lte network data will be slow",617,1017
169258,3,super,nice one.,618,1018
163579,1,Mi a2 camera beast,Very good product. Thanks to Amazon for fastest delivery. Camera quality of the product is very good. But battery life is soo poor. Disply is also good. Look very premium quality.,619,1019
166299,4,Colour OS just sucks,Worst software experience i should say,620,1020
127453,2,Five Stars,Good Product,621,1021
139627,3,Good buy,"It's been over 4 months, and this one is really worth money... Through the size is bit humongous but then the 20000mh need some space. 5-6 Quick charging of phones.",622,1022
141728,3,V good,Like,623,1023
116636,1,Best Phone in 8K,Best Phone in this segment. Love the Build quality as well as the looks of the phone. Great Job Samsung.,624,1024
133813,4,Its super phone. I like it,"I am receiving the product in safe manner from amazon. It is deliver the product within a time frame. Thanks to seller and amazon. 1) Phone is also super, good and stylish. It manufacture in good shape. 2) Battery back up stands for one day. Maximum 16 to 18 hours. 3) less weight 4) fingerprint unlock and face unlock a phone working smarter. 5) No hang working with good condition. 6) Listening songs also super,Good sound quality . I am receiving the product on 4th may 2019. After 1 month using i am writing this review. It good product. Price is also good for all type of customer. Its covered latest all android features.",625,1025
170556,3,"wheather both sims support 4G, bu t was mentioned ...","wheather both sims support 4G, bu t was mentioned onliy one sim supports 4G ?",626,1026
129701,3,Review,Good product,627,1027
127299,5,Good,Good,628,1028
140908,3,Really bad product,It’s gone bad within a month,629,1029
150895,2,Excellent product,Pice quality and build quality at this price is amazing. More than value for money,630,1030
159044,5,Good one! Worth buying for short range,There is no special slot for memory card. Either we have to use 2 sims or a single sim and memory card.,631,1031
155556,1,Super,Super,632,1032
129274,3,Good Phone,Good phone in this price range and segment.. But front Camera quality is not good..,633,1033
164885,4,GLASS WASTE MOST TIME DAMAGE,WASTE SCREEN GLASS IS GIVEN MORE TIME DAMAGED ...FIBER GLASS IS NOT GIVEN,634,1034
117141,1,Value for money,Best in price selfie .... value for money,635,1035
154134,4,Not meeting expectations,"Sharing this feedback after 15 days of usage. Camera quality is good( not excellent) , fingure print sensor you have to struggle a bit by moving your fingure. Most importantly battery part, its ofcourse not meeting expectations of 6000 MAH battery . I can't believe that this monster battery is not able to survive more than one day with very minimal usage of phone..I used few phone having 4000 mah and they survived for 2 days.",636,1036
170299,5,value for money,value for money,637,1037
115168,4,Very bad quality,Bad quality,638,1038
128104,4,Nice mobile,"Good camera quality, long battery life and light weight",639,1039
159613,2,This is absolutely satisfied delivery! I got it in good price for ...,"This is absolutely satisfied delivery! I got it in good price for a product which is worth more than it. Packaging was clean and professional. Bag provided with the offer surprised me. It met above my expectations. Absolutely worthy bag which has adjustable partitions and is a multipurpose bag, space good enough to carry additional lenses. Has the warranty in it and all that was mentioned with the offer. I'm Nikon a D5300 owner! Hurray!",640,1040
130995,4,Sandisk,Good storage sd card,641,1041
110801,5,Five Stars,A must read.,642,1042
163708,4,Very good blue tooth phone for mobiles,Very good speaker with bass for listening to music at half the cost of JBL Flip2 worth buying as long as it works. You may not get guarantee from JBL company for the same when it goes bad.,643,1043
128962,5,iPhone 6s,Good phone,644,1044
110186,4,Go for it.,"1. It is worth the money, imho. 2. Installation guys (outsourced to jeeves) murdered my wall. But it is individual engineer skillset issue. Cannot blame Beston. I felt like kicking the installation guys. Beston should not pay Jeeves for this installation. 3. All movie formats won't work with even vlc. Not sure if upgrade from Android 4.4 will work. 4. No idea when OS would be upgraded. 5. App mgr won't work. Hopefully will be fixed in next upgrade. 6. Picture quality is at per. Samsung panel does it's work. Good one. 7. Sound, you need a good home theatre. I m using creative. No problem. 8. Call center is not 24x7. But they try to do their work. 9. Both aptoid and google playstore is there. 10. Miracast works fine 11. Buy 2 usb and hdmi extn cable for safety if you do not wish to fight with the ports at the back. A little inconvenient. 12. My last observation: you can go for it. Best,",645,1045
151296,5,Install the tv,Please get it installed. It is Still not installed.,646,1046
150372,4,Hi,Phone everything is fine. But major issue is battery backup.,647,1047
133514,4,Not Value for money by samsung,I GOT THE 3/32GB VARIENT FOR Rs.9000/- WITH My friend's SBI CARD IN FESTIVAL SALE.... 1. NO SLOW MO MODE IN CAMERA. 2. BATTERY LAST FOR 1.25 DAY ONLY. 3. WIDE ANGLE CAMERA IMAGES ARE GOOD IN HDR MODE BUT RESOLUTION IS POOR. 4. SPEAKER VOLUME IS NOT LOUD. 5. SELFIE IMAGES BUTIFICATION IS NOT GOOD. 5. NFC IS NOT THERE. 6. DUAL WHATSAPP AND FB ACCOUNTS ARE SUPPORTED. 7. 2.5HRS FOR BATTERY CHARING. 8. ALWAYS ON DISPLAY MODE CONSUMES BATTERY. 9. BLOATWARES CAN BE REMOVED. 10. DISPLAY MIRRORING IS GOOD. 11. BACK COVER AND SCREEN GUARD IS MUST. 12. NO VDO STABILIZATION OPTION. 13. NETWORK QUALITY IS POOR COMPARED TO MY OLDER NOKIA6. 14. Wait for other new jandsets to come spesially from redmi.,648,1048
131623,3,Good,Great,649,1049
146721,4,No sound,No bass,650,1050
133904,5,Great Phone At This Price,"I am using these phone more than 30 days and its going great and the battery life of this phone is awesome and camera quality is also great but only i am not satisfied is with phone speakers samsung has to work on there speakers quality,otherwise the phone is great...",651,1051
168445,5,loving it,grt watch...,652,1052
141947,1,Leader phone,LllVery good phone can say leader of its segment.,653,1053
137196,5,Five Stars,I will purchase I phone 7 256 gb Very good,654,1054
143623,5,Excellent sound quality,Name says it all but an amazing sound quality...very nice finsih and smooth sound,655,1055
159002,4,Internet connection issues,There is internet conecting &network issue with the phone,656,1056
111186,4,Ok,"Add more small futures. Phone is too big but one hand mode, and video call function is not available. Battery charge is too fast. Comera photos good",657,1057
125814,3,Good,Good,658,1058
119603,1,Camra bed,Camra not good,659,1059
159462,3,Awesome product,"This is a Super awesome Product in this price,, Video quality, sound quality, built quality is super awesome,,, I can give 100stars for this product,,,,",660,1060
146766,5,"So far, its AWESOME.","No complaints whatsoever. If they add Jio TV, then its bye bye to DTH. Make sure you have a good wifi connection. It streams without any problem. Perfect product.",661,1061
163115,2,Value for money,Very good item,662,1062
159418,5,Awesome,This earphone is awesome. Must buy,663,1063
159945,5,This product is worth your money ..,This is the best earphones I've used yet .. perfect combination of treble and bass.. mic is not that good but this is the best you can get under 900 ... Go for this i assure you don't worry,664,1064
166550,3,Awesome hardware.. Likes it,Worth the buy.. Value for money.. Never let u down,665,1065
157914,1,PERFORMANCE,The person habitual of customised ANDROID may face a little bit difference ...But overall performance of the unit is excellent...,666,1066
167180,4,brilliant led tv,an awesome product .picture quality is brilliant,667,1067
120731,3,I want to change this ph,Display problem occurs within 5 months,668,1068
151938,3,Alexa USB port,Product is good but only one thing is not given in now a days useful charger with USB port,669,1069
127971,4,"Good build quality, good sound quality","Good build quality, good sound quality but not best. you can get these kind of good thing in this less amount which is good and it's worth to buy.",670,1070
141850,5,Screen display is nice,Liked,671,1071
158961,4,Not so worth it to money. Easily breakable.,There are many issues to criticize. First of all within a month visit to customer service started... Very unfortunate.,672,1072
150691,4,Finishing is not well and face unlock issue.,Phone is supb but finishing is not good as side part off the phone is abit not finished well....and if we talk about it's really very nice very beautiful look it as....one issue is face unlock it's not fasters.....,673,1073
112495,4,Best flagship phone,Amazing product on Amazon liked it,674,1074
134986,2,Good Product,I had an issue with waterproofing of the phone as proper functioning of the ear speaker returned 2 days later after the incident. Other than that I have had no issues with the product and am happy with it.,675,1075
145736,3,Good phone except speaker quality,Nice phone.wont work for dual sim and speaker quality is not up to mark.,676,1076
123369,2,Face lock very bad,Face lock very bad and screen protection and proseshar,677,1077
123973,1,Poor quality,Fingerprint reader is not working after 3rd day ... In setting there is no option for fingers print... Waste ameson,678,1078
139364,1,Good product quality,It's a nice product with good bass. But only support Bluetooth. Can't use your memory cards or other forms.,679,1079
141037,4,Great One,"JBL..!! Oh my love this cute sound bomb is just awesome.. It let's my music to stay with me forever. Durable design, Fantastic sound quality, great battery life. You will certainly satisfied with this music box. Works flawlessly with my OP6. I charge once in a week. Infact this product made me to buy JBL Endurance Dive.",680,1080
161046,2,काम चलाऊ,Total android... but pitcher and sound quality not good,681,1081
156675,4,Super Budget Phone,"Thank you, to amazon for a prompt delivery, and phone really looks great as premium phone, from the usage of two days it feels very good",682,1082
123576,3,Fast charging,Fast charging and good quality cable,683,1083
128491,3,Good,Good mobile,684,1084
160744,4,Not Worth It,This was a total disappointment. Takes longer to charge and they do not help charge the mobile even couple of times. Even the smaller non standard charges quickly and will help charge your mobile good fee times.,685,1085
151440,1,No service by manufacturer or vendor!,Poor product! Neither installed properly nor serviced by professionals! We are still struggling!,686,1086
163046,3,Awesome phone in mid range,Very good built and camera quality.,687,1087
115745,3,Good product,Battery life better.,688,1088
139919,3,Very bad video and image Quality !!,"It's not FHD you can't see any video in ratio of 1024 and also a very bad camera images quantity . If you zoom any camera image then pixels will damage,Image is blur everywhere. Very bad",689,1089
118417,4,Best Samsung phone at 10k-12k,"Bought on the first sale of M20 on Feb 5.Based on last 5 months of use,Good-● and Bad-◆ are: Good ●5000mah non-removable battery gives excellent battery life,can last 2 days on dual sim with data always on. ●Headphone Jack,Memory Card and Dual sim available to use with no compromise. ●Good Outdoor Visibile screen even though a Full-HD LCD display. ●Excellent Call Quality. ●Android Pie update recieved and working fine with the latest One UI over the Experience UI out of the box. ●Junk apps pre-installed are removable. ●Camera Quality is sufficient considering the price. ●Can Play PUBG in medium Graphics. ●Loud Speaker sounds Good. Bad ◆No notification light,have to turn on screen for everything. ◆Samsung have hidden haptic feedback for samsung keyboard which was available on Other keyboards(just to degrade this device). ◆Loud Speaker while in bottom wear pocket gets muffled easily. ◆Back gets scratched very easily. ◆Mobile Hotspot randomly while connected to Non-Samsung devices doesn't give data connection when M20 screen is off. ◆Lags at times while navigating anywhere in the phone. Please Vote Helpful if my review did,Thank You.",690,1090
123688,1,Worth to buy. Value for money product.,Felt very happy after using this product. Excellent product from Phillips. Most useful option is we can even take phone calls while on Bluetooth connection. Worth to buy the product.,691,1091
124488,1,Great companion to your TV,Friendly interface. Works smoothly. Good streaming quality.,692,1092
119852,3,Redmi note 5pro amazing buy it so awesome,Cheep and best mobile in the world that mobile redmi,693,1093
134347,1,As usual Amazon turns up Amazing and Redmi turns Rocking,"I bought this phone few days back and frankly speaking, I couldn't refrain from sharing my reviews. At first, Thank you Amazon for such a wonderful product and Best offer to ever loving customers with discount from various banks. My basic need was a phone that can support 2 JIO SIM's at once. For my un-fortunate belief, every website shown phone which were costing not less than 10k. Redmi 6A, RedMI Rocks again !!! Once again, one of the best product from Redmi for optimal price with excellent features. Pros: Support 2 JIO sims at once. Dual sim jio lovers certainly cant miss this phone. Slim, light weight and enough handy. Performance and Speed wise, its a good call Camera, Sound and Seemless transition is good Security options plenty. Voice quality is good Cons : Average battery. No finger print. Overall, It served my need of 2 JIO sims for which, I am so happy about this product. Thank you Redmi... Keep rocking !!!",694,1094
167016,2,Money,You will look into money in a different way after u completed this book,695,1095
168310,4,smart,good product.,696,1096
137781,2,Not working properly,"In a second month, this cable stop work, phone not charge properly, take 1hr to charge 10% it do not charge properly",697,1097
170652,5,One Star,wrost product ever,698,1098
144249,3,Good,Nice,699,1099
157023,4,Poor bass quality,The base quality is not upto the mark as mention in the description. Unsatisfied with the quality. I would suggest to go for Mi basic at the same price.,700,1100
138145,2,Warranty for broken glass,"Is there any warranty available., the screen glass got broke accidentally..",701,1101
143209,3,Tough and Fast,Must buy coz it is rough and tough plus fast,702,1102
139561,4,Good but,It's awesome but gets annoying sometimes..The sound quality gets lower after sometime.It don't have much bass.It had treble voice.Sometimes music feels so harsh..,703,1103
168928,3,nice phone,its nice but bettery life is not so good...,704,1104
131566,3,Best,Grate one,705,1105
141071,2,Faulty product,Just 12days and m not able to charge bettry. Request assistance,706,1106
146456,5,U 10 good for us,Nice sate,707,1107
144282,2,Super,Nice,708,1108
149083,3,Kevin 102cm 40 TV KN 405 Smart Android TV *****,Only thing that audio system is looking less than others TV! everything's is working fine and very good best smart TV in less amount for 40 inches smart TV KN 405 ***** ratings very good,709,1109
129743,2,Good,Good product,710,1110
149794,2,Review and suggestions,"Overall product quality is very good, But product invoice is not available in apps. So please provide the same. Thanks",711,1111
160528,2,Very good sound.... weak microphone reception,"This product is apt for listening to good quality music, as it provides good bass and clear notes. Only shortcoming of this product is while taking the call other person can not get your voice clearly.. That means weak reception by microphone Otherwise its a good product.. the knob can be bit of issues if you wear under a helmet.",712,1112
140799,3,New remote,Its working as expected. Good,713,1113
161578,5,Excellent choice,Using it from more than 2 years. Sound quality is still good. Still living it,714,1114
114745,3,Four Stars,"Awesome sound quality , bass is too good as in this price range .. worth to buy",715,1115
115860,4,Nice one to buy,Battery life is good.. also the product is nice,716,1116
125944,3,Good product,Good,717,1117
113529,2,Awesome,Awesome,718,1118
147713,2,Two Stars,Not up to the mark,719,1119
129794,4,Good...,Good product,720,1120
161822,5,Best phone in the segment,Value for money,721,1121
128472,2,Good low budget phone,Good low budget phone if you don't want to spent too much time with your phone. I am using for one and half month and still no problems found.,722,1122
170015,5,"awesome, nice comfortable make","superb, awesome, nice comfortable make, no words to explain sound, which is punchy and has its own limits, great innovation from sony, i got sony 1000 X, but this is challenging me to listen , wow",723,1123
132137,2,Best phone in the market,Great phone it does every thing exceptionally well,724,1124
167185,4,EXCELLENT PHONE WITH THAT PRICE.,android oreo is available for update. value for money.,725,1125
110316,2,One Star,2 manufacturing damages in door,726,1126
158168,2,Camera quality,The phone is very decent looking all the features are very efficient response of the phone is also very quick only white balance is not as good as other phone otherwise a good purchase,727,1127
168609,1,Nice very Nice...loved it...! #Word Power Made Easy,i liked this book very much...just Loved it...<3 #Word Power Made easy...Very Good book Just loved it....! everyone should use it...,728,1128
112411,3,Amazing phone plz go for it,Amazing phone..Super display..great battery.. highlight camera...finally one word to say..worth it,729,1129
124831,1,Poor performance,"Getting restarted frequently,camera also not good",730,1130
133218,4,Satisfactory,Hi Sharing review after having tough times with this phone. I bought this product though within a week experienced heating problem and suddenly phine gets off. I had asked amazon care for an exchange and after having a strong discussuion of nearly 1 hour convinced to replace this product on its last day of exachange. After having an exchange product color was not the same what i had ordered in my first order still thought not to have another argument for it. The replaced product is working fine without having heating problem or anything though not heavy used like gaming.. this leads me might earlier one was a faulty product. I would not highly recommend this even my whole family is having samsung :) you can go for A50 which would be the better one than this Overall phone is decent to use only if you're not installing heavy applications or games.,731,1131
114069,4,Awesome,Awesome experience I'm very happy with my purchase everything is good,732,1132
156919,5,One Star,The Phone was damaged. Small scratches on the sides. Never expected this would happen with the brand new phone.,733,1133
